epoch,loss,accuracy,val_loss,val_accuracy
86,1.0209681620964637,0.9254808,2.1766426828172474,0.5092592835426331
87,1.0991454124450684,0.90384614,2.301616483264499,0.47685185074806213
88,1.0656434160012465,0.9026442,2.2288868029912314,0.5046296119689941
89,1.0848733140872076,0.9026442,2.1384012831581964,0.5092592835426331
90,1.1074946889510522,0.91225964,2.153382239518342,0.5462962985038757
91,1.0539941375072186,0.89663464,2.391452992403949,0.48148149251937866
92,1.0657631021279554,0.9230769,2.1490698125627308,0.5324074029922485
93,1.0858880281448364,0.89302886,2.1180655073236534,0.5277777910232544
94,0.9247531340672419,0.92908657,2.224263147071556,0.5046296119689941
95,1.0535589502407954,0.9098558,2.1664797288400157,0.5277777910232544
96,0.997769296169281,0.92908657,2.1796294185850353,0.5
97,1.0711611188375032,0.90625,2.4278536858382047,0.49074074625968933
98,1.0310487013596754,0.9206731,2.179761524553652,0.49074074625968933
99,1.0733622037447417,0.9170673,2.2883796471136586,0.48148149251937866
100,1.072618333192972,0.90865386,2.23867396513621,0.49537035822868347
